Country,ImportOrExport,Year,Weapons_Type,Units,Value,SmallArmsOnly
Italy,Import,1993,Parts of sporting shotguns,7586,1438447,Yes
Italy,Import,1993,Parts of small arms,,4659820,Yes
Italy,Import,1993,Parts of pistols and revolvers,,6079117,Yes
Japan,Import,1993,Parts of shotgun cartridges,,19080,Yes
Japan,Import,1993,Small calibre ammunition <= 12.7mm,,1645,Yes
Japan,Import,1993,Parts of pistols and revolvers,,55841,Yes
Japan,Import,1993,Parts of small arms,,28812611,Yes
Japan,Import,1993,Parts of sporting shotguns,103524,10862783,Yes
Japan,Import,1993,Parts & Accessories,,248229,No
Japan,Import,1993,Pistols & Revolvers,90,2702,Yes
Japan,Import,1993,Sporting shotguns,9275,4935173,Yes
Japan,Import,1993,Sporting rifles,110638,27260867,Yes
Korea; South (ROK),Import,1993,Small calibre ammunition <= 12.7mm,,4982227,Yes
Korea; South (ROK),Import,1993,Pistols & Revolvers,6244,1106518,Yes
Korea; South (ROK),Import,1993,Parts & Accessories,,1412856,No
Korea; South (ROK),Import,1993,Parts of small arms,,450818,Yes
Korea; South (ROK),Import,1993,Parts of pistols and revolvers,,35919,Yes
Mauritius,Import,1993,Pistols & Revolvers,700,102981,Yes
Mexico,Import,1993,Military Weapons,300,3008,No
Mexico,Import,1993,Parts of small arms,,2653273,Yes
Mexico,Import,1993,Parts & Accessories,,232279,No
Mexico,Import,1993,Parts of sporting shotguns,523648,5660666,Yes
Mexico,Import,1993,Small calibre ammunition <= 12.7mm,,250460,Yes
Mexico,Import,1993,Ammunition; Explosives & Missiles,,7736992,No
Netherlands,Import,1993,Small calibre ammunition <= 12.7mm,,18671,Yes
Netherlands,Import,1993,Ammunition; Explosives & Missiles,,1134694,No
Netherlands,Import,1993,Parts of pistols and revolvers,,90309,Yes
Netherlands,Import,1993,Parts & Accessories,,18412,No
Netherlands,Import,1993,Military Weapons,84,185416,No
Nigeria,Import,1993,Small calibre ammunition <= 12.7mm,,25977,Yes
Norway,Import,1993,Parts & Accessories,,17097,No
Norway,Import,1993,Shotgun cartridges,160000,28615,Yes
Norway,Import,1993,Ammunition; Explosives & Missiles,,363887,No
Pakistan,Import,1993,Parts & Accessories,,16796,No
Pakistan,Import,1993,Parts of small arms,,34975,Yes
Peru,Import,1993,Small calibre ammunition <= 12.7mm,,16781,Yes
Peru,Import,1993,Parts of shotgun cartridges,,1219812,Yes
Philippines,Import,1993,Sporting rifles,4599,246876,Yes
Philippines,Import,1993,Sporting shotguns,85,8216,Yes
Philippines,Import,1993,Parts of small arms,,30893,Yes
Philippines,Import,1993,Parts of shotgun cartridges,,28444,Yes
Philippines,Import,1993,Parts & Accessories,,1334,No
Philippines,Import,1993,Parts of pistols and revolvers,,30468,Yes
Poland,Import,1993,Small calibre ammunition <= 12.7mm,,321857,Yes
Poland,Import,1993,Parts of small arms,,3741,Yes
Portugal,Import,1993,Sporting shotguns,60,21371,Yes
Portugal,Import,1993,Sporting rifles,21,9270,Yes
Portugal,Import,1993,Parts of small arms,,108667,Yes
Portugal,Import,1993,Parts of sporting shotguns,903,146707,Yes
Portugal,Import,1993,Small calibre ammunition <= 12.7mm,,378011,Yes
Qatar,Import,1993,Ammunition; Explosives & Missiles,,3679,No
Russia / USSR (Former),Import,1993,Military Weapons,48823,1799751,No
Russia / USSR (Former),Import,1993,Parts of pistols and revolvers,,174501,Yes
Russia / USSR (Former),Import,1993,Parts & Accessories,,3898,No
Russia / USSR (Former),Import,1993,Shotgun cartridges,1558000,129151,Yes
Russia / USSR (Former),Import,1993,Small calibre ammunition <= 12.7mm,,3585863,Yes
Russia / USSR (Former),Import,1993,Sporting rifles,2980,709320,Yes
Russia / USSR (Former),Import,1993,Sporting shotguns,16550,1422995,Yes
Russia / USSR (Former),Import,1993,Pistols & Revolvers,43160,2890290,Yes
Singapore,Import,1993,Parts & Accessories,,13145,No
Slovakia,Import,1993,Military Weapons,99,3787,No
Slovenia,Import,1993,Sporting rifles,6394,122134,Yes
South Africa,Import,1993,Parts of small arms,,5589,Yes
South Africa,Import,1993,Parts of pistols and revolvers,,158085,Yes
Spain,Import,1993,Pistols & Revolvers,112473,12352305,Yes
Spain,Import,1993,Sporting rifles,249,39287,Yes
Spain,Import,1993,Sporting shotguns,1833,1072105,Yes
Spain,Import,1993,Parts of pistols and revolvers,,1146482,Yes
Spain,Import,1993,Parts of small arms,,888198,Yes
Spain,Import,1993,Parts of sporting shotguns,4,4468,Yes
Spain,Import,1993,Parts & Accessories,,623218,No
Spain,Import,1993,Ammunition; Explosives & Missiles,,105936,No
Spain,Import,1993,Parts of shotgun cartridges,,1220344,Yes
Spain,Import,1993,Small calibre ammunition <= 12.7mm,,56091,Yes
Spain,Import,1993,Military Weapons,37,18690,No
Sweden,Import,1993,Pistols & Revolvers,31,1795,Yes
Sweden,Import,1993,Sporting shotguns,90,21837,Yes
Sweden,Import,1993,Sporting rifles,22017,964082,Yes
Sweden,Import,1993,Parts of small arms,,24253,Yes
Sweden,Import,1993,Small calibre ammunition <= 12.7mm,,2416336,Yes
Sweden,Import,1993,Ammunition; Explosives & Missiles,,1286728,No
Sweden,Import,1993,Parts & Accessories,,21899,No
Sweden,Import,1993,Military Weapons,47072,3921625,No
Switzerland,Import,1993,Pistols & Revolvers,3885,696801,Yes
Switzerland,Import,1993,Sporting rifles,2007,125348,Yes
Switzerland,Import,1993,Parts of small arms,,7989,Yes
Switzerland,Import,1993,Parts of pistols and revolvers,,20695,Yes
Switzerland,Import,1993,Parts & Accessories,,22703,No
Switzerland,Import,1993,Ammunition; Explosives & Missiles,,590634,No
Switzerland,Import,1993,Military Weapons,551,39223,No
Syria,Import,1993,Small calibre ammunition <= 12.7mm,,22533,Yes
Taiwan (ROC),Import,1993,Small calibre ammunition <= 12.7mm,,1875,Yes
Taiwan (ROC),Import,1993,Parts of shotgun cartridges,,61179,Yes
Taiwan (ROC),Import,1993,Parts of pistols and revolvers,,415091,Yes
Taiwan (ROC),Import,1993,Parts of small arms,,431683,Yes
Taiwan (ROC),Import,1993,Parts & Accessories,,589023,No
Turkey,Import,1993,Military Weapons,589,250177,No
Turkey,Import,1993,Sporting rifles,14030,268991,Yes
Turkey,Import,1993,Sporting shotguns,422,79867,Yes
Ukraine,Import,1993,Parts & Accessories,,61871,No
Ukraine,Import,1993,Military Weapons,38750,1556126,No
United Kingdom,Import,1993,Military Weapons,10988,6128486,No
United Kingdom,Import,1993,Sporting shotguns,3138,1942261,Yes
United Kingdom,Import,1993,Parts of sporting shotguns,1,4892,Yes
United Kingdom,Import,1993,Sporting rifles,2121,225432,Yes
United Kingdom,Import,1993,Pistols & Revolvers,286,29462,Yes
United Kingdom,Import,1993,Parts of shotgun cartridges,,17085,Yes
United Kingdom,Import,1993,Small calibre ammunition <= 12.7mm,,1082131,Yes
United Kingdom,Import,1993,Parts & Accessories,,1108039,No
United Kingdom,Import,1993,Parts of small arms,,119774,Yes
United Kingdom,Import,1993,Parts of pistols and revolvers,,25436,Yes
United Kingdom,Import,1993,Shotgun cartridges,3647000,644500,Yes
United Kingdom,Import,1993,Ammunition; Explosives & Missiles,,63255477,No
Zambia,Import,1993,Sporting rifles,1,6831,Yes
Albania,Import,1994,Military Weapons,48,2669,No
All Countries,Import,1994,Military Weapons,544953,37015329,No
All Countries,Import,1994,Pistols & Revolvers,1343180,223553764,Yes
All Countries,Import,1994,Sporting shotguns,146598,55769997,Yes
All Countries,Import,1994,Ammunition; Explosives & Missiles,,97762716,No
All Countries,Import,1994,Small calibre ammunition <= 12.7mm,,93637889,Yes
All Countries,Import,1994,Sporting rifles,697508,87065453,Yes
All Countries,Import,1994,Parts of pistols and revolvers,,32284195,Yes
All Countries,Import,1994,Parts of small arms,,53830119,Yes
All Countries,Import,1994,Parts of sporting shotguns,736916,22530726,Yes
All Countries,Import,1994,Parts & Accessories,,17677770,No
All Countries,Import,1994,Shotgun cartridges,26909000,3777269,Yes
All Countries,Import,1994,Parts of shotgun cartridges,,11869465,Yes
Argentina,Import,1994,Pistols & Revolvers,38881,4884069,Yes
Argentina,Import,1994,Small calibre ammunition <= 12.7mm,,198841,Yes
Argentina,Import,1994,Parts of shotgun cartridges,,106240,Yes
Argentina,Import,1994,Parts & Accessories,,81082,No
Argentina,Import,1994,Parts of small arms,,177315,Yes
Argentina,Import,1994,Parts of pistols and revolvers,,528991,Yes
Australia,Import,1994,Sporting shotguns,5,5510,Yes
Australia,Import,1994,Small calibre ammunition <= 12.7mm,,134621,Yes
Australia,Import,1994,Ammunition; Explosives & Missiles,,84078,No
Australia,Import,1994,Parts of small arms,,51115,Yes
Australia,Import,1994,Parts & Accessories,,103845,No
Austria,Import,1994,Pistols & Revolvers,209820,47178882,Yes
Austria,Import,1994,Military Weapons,21946,608951,No
Austria,Import,1994,Small calibre ammunition <= 12.7mm,,2714495,Yes
Austria,Import,1994,Parts & Accessories,,20731,No
Austria,Import,1994,Parts of small arms,,157395,Yes
Austria,Import,1994,Parts of pistols and revolvers,,3136736,Yes
Austria,Import,1994,Sporting rifles,2256,1147625,Yes
Belgium,Import,1994,Military Weapons,4348,4156770,No
Belgium,Import,1994,Pistols & Revolvers,31899,7668057,Yes
Belgium,Import,1994,Sporting shotguns,398,291013,Yes
Belgium,Import,1994,Ammunition; Explosives & Missiles,,8352,No
Belgium,Import,1994,Small calibre ammunition <= 12.7mm,,915946,Yes
Belgium,Import,1994,Sporting rifles,26721,9108242,Yes
Belgium,Import,1994,Parts of pistols and revolvers,,187031,Yes
Belgium,Import,1994,Parts of small arms,,2266837,Yes
Belgium,Import,1994,Parts & Accessories,,3248979,No
Belgium,Import,1994,Parts of sporting shotguns,7676,476249,Yes
Bosnia-Herzegovina,Import,1994,Small calibre ammunition <= 12.7mm,,1303989,Yes
Bosnia-Herzegovina,Import,1994,Sporting rifles,55,11126,Yes
Bosnia-Herzegovina,Import,1994,Pistols & Revolvers,35,12000,Yes
Brazil,Import,1994,Pistols & Revolvers,372003,45116294,Yes
Brazil,Import,1994,Sporting shotguns,27789,3244163,Yes
Brazil,Import,1994,Military Weapons,250,104578,No
Brazil,Import,1994,Sporting rifles,25660,2292811,Yes
Brazil,Import,1994,Parts of pistols and revolvers,,1528597,Yes
Brazil,Import,1994,Parts of small arms,,567875,Yes
Brazil,Import,1994,Parts & Accessories,,222425,No
Brazil,Import,1994,Small calibre ammunition <= 12.7mm,,1965549,Yes
Bulgaria,Import,1994,Military Weapons,560,78333,No
Bulgaria,Import,1994,Small calibre ammunition <= 12.7mm,,455779,Yes
Bulgaria,Import,1994,Parts of small arms,,12355,Yes
Bulgaria,Import,1994,Sporting rifles,1565,208266,Yes
Canada,Import,1994,Military Weapons,34,11232,No
Canada,Import,1994,Sporting shotguns,242,16695,Yes
Canada,Import,1994,Pistols & Revolvers,30124,7038639,Yes
Canada,Import,1994,Ammunition; Explosives & Missiles,,2144531,No
Canada,Import,1994,Small calibre ammunition <= 12.7mm,,1464164,Yes
Canada,Import,1994,Sporting rifles,18706,2151263,Yes
Canada,Import,1994,Parts of pistols and revolvers,,10223294,Yes
Canada,Import,1994,Parts of small arms,,190694,Yes
Canada,Import,1994,Parts & Accessories,,5366139,No
Canada,Import,1994,Parts of shotgun cartridges,,6724945,Yes
Canada,Import,1994,Shotgun cartridges,260000,84582,Yes
China (PRC),Import,1994,Pistols & Revolvers,42600,3644646,Yes
China (PRC),Import,1994,Sporting shotguns,10,2013,Yes
China (PRC),Import,1994,Military Weapons,161343,9280802,No
China (PRC),Import,1994,Small calibre ammunition <= 12.7mm,,16667809,Yes
China (PRC),Import,1994,Parts of shotgun cartridges,,27712,Yes
China (PRC),Import,1994,Parts & Accessories,,1362656,No
China (PRC),Import,1994,Parts of small arms,,6973166,Yes
China (PRC),Import,1994,Parts of pistols and revolvers,,214667,Yes
China (PRC),Import,1994,Sporting rifles,344648,21745145,Yes
Cyprus,Import,1994,Shotgun cartridges,3162000,356457,Yes
Czech Republic,Import,1994,Military Weapons,24700,938898,No
Czech Republic,Import,1994,Sporting shotguns,3,1950,Yes
Czech Republic,Import,1994,Pistols & Revolvers,21973,2789394,Yes
Czech Republic,Import,1994,Shotgun cartridges,4162000,561052,Yes
Czech Republic,Import,1994,Parts & Accessories,,7041,No
Czech Republic,Import,1994,Sporting rifles,2855,591556,Yes
Czech Republic,Import,1994,Parts of pistols and revolvers,,123283,Yes
Czech Republic,Import,1994,Parts of small arms,,5597,Yes
Czech Republic,Import,1994,Small calibre ammunition <= 12.7mm,,4842341,Yes
Denmark,Import,1994,Ammunition; Explosives & Missiles,,852245,No
Denmark,Import,1994,Small calibre ammunition <= 12.7mm,,2229,Yes
Denmark,Import,1994,Sporting rifles,184,125884,Yes
Denmark,Import,1994,Parts & Accessories,,6461,No
Egypt,Import,1994,Sporting rifles,18730,2579379,Yes
Egypt,Import,1994,Parts of pistols and revolvers,,12468,Yes
Egypt,Import,1994,Military Weapons,633,20044,No
Egypt,Import,1994,Pistols & Revolvers,5022,470068,Yes
Egypt,Import,1994,Parts of small arms,,164339,Yes
Egypt,Import,1994,Small calibre ammunition <= 12.7mm,,182669,Yes
Finland,Import,1994,Military Weapons,10357,144468,No
Finland,Import,1994,Small calibre ammunition <= 12.7mm,,1647449,Yes
Finland,Import,1994,Parts of small arms,,583509,Yes
Finland,Import,1994,Sporting rifles,3009,1138509,Yes
Finland,Import,1994,Parts & Accessories,,13395,No
France,Import,1994,Military Weapons,289,6701,No
France,Import,1994,Pistols & Revolvers,53,11678,Yes
France,Import,1994,Sporting shotguns,30,8217,Yes
France,Import,1994,Ammunition; Explosives & Missiles,,5183,No
France,Import,1994,Small calibre ammunition <= 12.7mm,,442564,Yes
France,Import,1994,Parts & Accessories,,20813,No
France,Import,1994,Parts of sporting shotguns,17998,1544064,Yes
France,Import,1994,Parts of shotgun cartridges,,608320,Yes
France,Import,1994,Sporting rifles,3,19917,Yes
France,Import,1994,Parts of small arms,,120701,Yes
Germany (Federal Republic),Import,1994,Sporting shotguns,1848,3267008,Yes
Germany (Federal Republic),Import,1994,Pistols & Revolvers,165302,44209893,Yes
Germany (Federal Republic),Import,1994,Military Weapons,8328,488417,No
Germany (Federal Republic),Import,1994,Ammunition; Explosives & Missiles,,11146110,No
Germany (Federal Republic),Import,1994,Small calibre ammunition <= 12.7mm,,3169789,Yes
Germany (Federal Republic),Import,1994,Parts of small arms,,1966540,Yes
Germany (Federal Republic),Import,1994,Sporting rifles,4982,1362531,Yes
Germany (Federal Republic),Import,1994,Parts of pistols and revolvers,,3882906,Yes
Germany (Federal Republic),Import,1994,Parts of shotgun cartridges,,1773802,Yes
Germany (Federal Republic),Import,1994,Shotgun cartridges,462000,182287,Yes
Germany (Federal Republic),Import,1994,Parts of sporting shotguns,1023,639218,Yes
Germany (Federal Republic),Import,1994,Parts & Accessories,,2366813,No
Greece,Import,1994,Military Weapons,2408,917625,No
Greece,Import,1994,Parts & Accessories,,355114,No
Guatemala,Import,1994,Small calibre ammunition <= 12.7mm,,253576,Yes
Guatemala,Import,1994,Parts & Accessories,,27044,No
Hong Kong,Import,1994,Pistols & Revolvers,655,62024,Yes
Hong Kong,Import,1994,Small calibre ammunition <= 12.7mm,,40936,Yes
Hungary,Import,1994,Pistols & Revolvers,49368,7105664,Yes
Hungary,Import,1994,Small calibre ammunition <= 12.7mm,,823364,Yes
Hungary,Import,1994,Parts of pistols and revolvers,,591345,Yes
Hungary,Import,1994,Sporting rifles,2500,622584,Yes
India,Import,1994,Small calibre ammunition <= 12.7mm,,11467,Yes
India,Import,1994,Military Weapons,260,23880,No
India,Import,1994,Parts of pistols and revolvers,,45231,Yes
India,Import,1994,Parts & Accessories,,105402,No
India,Import,1994,Parts of small arms,,3408,Yes
India,Import,1994,Parts of shotgun cartridges,,5544,Yes
Indonesia,Import,1994,Small calibre ammunition <= 12.7mm,,305679,Yes
Ireland,Import,1994,Small calibre ammunition <= 12.7mm,,5300,Yes
Ireland,Import,1994,Parts of shotgun cartridges,,3885,Yes
Ireland,Import,1994,Military Weapons,2900,322928,No
Israel,Import,1994,Military Weapons,4,6199,No
Israel,Import,1994,Pistols & Revolvers,24387,8755707,Yes
Israel,Import,1994,Small calibre ammunition <= 12.7mm,,8851042,Yes
Israel,Import,1994,Ammunition; Explosives & Missiles,,36678729,No
Israel,Import,1994,Parts & Accessories,,936118,No
Israel,Import,1994,Parts of small arms,,262216,Yes
Israel,Import,1994,Parts of pistols and revolvers,,500302,Yes
Italy,Import,1994,Pistols & Revolvers,65291,12416550,Yes
Italy,Import,1994,Sporting shotguns,80139,37778014,Yes
Italy,Import,1994,Military Weapons,758,359741,No
Italy,Import,1994,Ammunition; Explosives & Missiles,,73373,No
Italy,Import,1994,Small calibre ammunition <= 12.7mm,,3889878,Yes
Italy,Import,1994,Parts of pistols and revolvers,,8167106,Yes
Italy,Import,1994,Sporting rifles,5592,1503886,Yes
Italy,Import,1994,Parts of small arms,,5258031,Yes
Italy,Import,1994,Parts & Accessories,,284008,No
Italy,Import,1994,Parts of sporting shotguns,6965,1073499,Yes
Italy,Import,1994,Parts of shotgun cartridges,,299345,Yes
Italy,Import,1994,Shotgun cartridges,8987000,783856,Yes
Japan,Import,1994,Sporting shotguns,10834,6354337,Yes
Japan,Import,1994,Ammunition; Explosives & Missiles,,279989,No
Japan,Import,1994,Small calibre ammunition <= 12.7mm,,33557,Yes
Japan,Import,1994,Parts of shotgun cartridges,,10055,Yes
Japan,Import,1994,Parts of sporting shotguns,96967,12729533,Yes
Japan,Import,1994,Parts & Accessories,,422700,No
Japan,Import,1994,Parts of small arms,,29020697,Yes
Japan,Import,1994,Sporting rifles,111061,30095152,Yes
Japan,Import,1994,Parts of pistols and revolvers,,616985,Yes
Korea; South (ROK),Import,1994,Pistols & Revolvers,15398,2795193,Yes
Korea; South (ROK),Import,1994,Small calibre ammunition <= 12.7mm,,8239929,Yes
Korea; South (ROK),Import,1994,Ammunition; Explosives & Missiles,,36240,No
Korea; South (ROK),Import,1994,Parts of pistols and revolvers,,169889,Yes
Korea; South (ROK),Import,1994,Sporting rifles,3800,996683,Yes
Korea; South (ROK),Import,1994,Parts of small arms,,849127,Yes
Korea; South (ROK),Import,1994,Parts & Accessories,,217085,No
Latvia,Import,1994,Small calibre ammunition <= 12.7mm,,2964,Yes
Malaysia,Import,1994,Small calibre ammunition <= 12.7mm,,4695057,Yes
Mexico,Import,1994,Sporting shotguns,34,3468,Yes
Mexico,Import,1994,Military Weapons,64,64975,No
Mexico,Import,1994,Small calibre ammunition <= 12.7mm,,1225285,Yes
Mexico,Import,1994,Ammunition; Explosives & Missiles,,1851988,No
Mexico,Import,1994,Parts & Accessories,,193615,No
Mexico,Import,1994,Parts of sporting shotguns,585176,5817576,Yes
Mexico,Import,1994,Parts of small arms,,3134822,Yes
Mexico,Import,1994,Parts of pistols and revolvers,,115348,Yes
Netherlands,Import,1994,Sporting shotguns,2,5173,Yes
Netherlands,Import,1994,Parts of small arms,,82994,Yes
Netherlands,Import,1994,Parts & Accessories,,15731,No
Netherlands,Import,1994,Ammunition; Explosives & Missiles,,221630,No
