country,importOrExport,year,weapons_Type,units,value,smallArmsOnly
All Countries,Export,1979,Parts of Arms (95109),,316478300,No
All Countries,Export,1979,Parts of Arms (95109),,2088238,No
All Countries,Export,1979,Bombs; Missiles; and Ammunition (95106),,924241800,No
All Countries,Export,1979,Bombs; Missiles; and Ammunition (95106),,1323734,No
All Countries,Export,1979,Side Arms and Parts (95104),,682817,Yes
All Countries,Export,1979,Side Arms and Parts (95104),,68501,Yes
All Countries,Export,1979,Revolvers and Pistols (95105),,26447820,Yes
All Countries,Export,1979,Revolvers and Pistols (95105),,154313,Yes
All Countries,Export,1979,Military Weapons (95102),,161610400,No
All Countries,Export,1979,Military Weapons (95102),,521385,No
All Countries,Export,1979,Hunting and Sporting ammunition (89463),,25770820,Yes
All Countries,Export,1979,Hunting and Sporting ammunition (89463),,22480,Yes
Argentina,Export,1979,Non-Military Firearms (89461),,139390,Yes
Argentina,Export,1979,Parts of Arms (95109),,2437,No
Argentina,Export,1979,Bombs; Missiles; and Ammunition (95106),,11394,No
Argentina,Export,1979,Hunting and Sporting ammunition (89463),,160414,Yes
Argentina,Export,1979,Hunting and Sporting ammunition (89463),,4739,Yes
Australia,Export,1979,Non-Military Firearms (89461),,3362183,Yes
Australia,Export,1979,Non-Military Firearms (89461),,34464,Yes
Australia,Export,1979,Parts of Arms (95109),,443546,No
Australia,Export,1979,Parts of Arms (95109),,14252,No
Australia,Export,1979,Bombs; Missiles; and Ammunition (95106),,409156,No
Australia,Export,1979,Hunting and Sporting ammunition (89463),,1704137,Yes
Austria,Export,1979,Non-Military Firearms (89461),,107170,Yes
Austria,Export,1979,Parts of Arms (95109),,17001,No
Austria,Export,1979,Bombs; Missiles; and Ammunition (95106),,15928,No
Austria,Export,1979,Hunting and Sporting ammunition (89463),,31169,Yes
Bahamas,Export,1979,Non-Military Firearms (89461),,7588,Yes
Bahamas,Export,1979,Bombs; Missiles; and Ammunition (95106),,5854,No
Bahamas,Export,1979,Hunting and Sporting ammunition (89463),,6665,Yes
Bahrain,Export,1979,Hunting and Sporting ammunition (89463),,18326,Yes
Bahrain,Export,1979,Non-Military Firearms (89461),,9014,Yes
Barbados,Export,1979,Bombs; Missiles; and Ammunition (95106),,1152,No
Barbados,Export,1979,Hunting and Sporting ammunition (89463),,3725,Yes
Belgium,Export,1979,Non-Military Firearms (89461),,570020,Yes
Belgium,Export,1979,Non-Military Firearms (89461),,171536,Yes
Belgium,Export,1979,Parts of Arms (95109),,479049,No
Belgium,Export,1979,Parts of Arms (95109),,54123,No
Belgium,Export,1979,Bombs; Missiles; and Ammunition (95106),,78169,No
Belgium,Export,1979,Hunting and Sporting ammunition (89463),,197248,Yes
Belize,Export,1979,Hunting and Sporting ammunition (89463),,11208,Yes
Belize,Export,1979,Non-Military Firearms (89461),,174167,Yes
Bermuda,Export,1979,Non-Military Firearms (89461),,2575,Yes
Bermuda,Export,1979,Hunting and Sporting ammunition (89463),,3943,Yes
Bolivia,Export,1979,Non-Military Firearms (89461),,97038,Yes
Bolivia,Export,1979,Non-Military Firearms (89461),,20977,Yes
Bolivia,Export,1979,Bombs; Missiles; and Ammunition (95106),,72770,No
Bolivia,Export,1979,Hunting and Sporting ammunition (89463),,168223,Yes
Bolivia,Export,1979,Hunting and Sporting ammunition (89463),,8781,Yes
Brazil,Export,1979,Non-Military Firearms (89461),,17273,Yes
Brazil,Export,1979,Non-Military Firearms (89461),,1219,Yes
Brazil,Export,1979,Bombs; Missiles; and Ammunition (95106),,45694,No
Brunei,Export,1979,Hunting and Sporting ammunition (89463),,4649,Yes
Brunei,Export,1979,Non-Military Firearms (89461),,29399,Yes
Burkina Faso,Export,1979,Non-Military Firearms (89461),,1120,Yes
Cameroun,Export,1979,Non-Military Firearms (89461),,20256,Yes
Cameroun,Export,1979,Hunting and Sporting ammunition (89463),,26733,Yes
Canada,Export,1979,Non-Military Firearms (89461),,9853427,Yes
Canada,Export,1979,Non-Military Firearms (89461),,376404,Yes
Canada,Export,1979,Hunting and Sporting ammunition (89463),,5527927,Yes
Canada,Export,1979,Parts of Arms (95109),,1865847,No
Canada,Export,1979,Parts of Arms (95109),,90222,No
Canada,Export,1979,Bombs; Missiles; and Ammunition (95106),,969935,No
Canada,Export,1979,Bombs; Missiles; and Ammunition (95106),,2800,No
Cayman Islands,Export,1979,Non-Military Firearms (89461),,1022,Yes
Cayman Islands,Export,1979,Bombs; Missiles; and Ammunition (95106),,1129,No
Chile,Export,1979,Non-Military Firearms (89461),,157581,Yes
Chile,Export,1979,Non-Military Firearms (89461),,2121,Yes
Chile,Export,1979,Parts of Arms (95109),,9414,No
Chile,Export,1979,Bombs; Missiles; and Ammunition (95106),,9035,No
Chile,Export,1979,Hunting and Sporting ammunition (89463),,189895,Yes
China [PRC],Export,1979,Bombs; Missiles; and Ammunition (95106),,1113,No
Colombia,Export,1979,Non-Military Firearms (89461),,249010,Yes
Colombia,Export,1979,Hunting and Sporting ammunition (89463),,316116,Yes
Colombia,Export,1979,Bombs; Missiles; and Ammunition (95106),,29587,No
Costa Rica,Export,1979,Non-Military Firearms (89461),,35927,Yes
Costa Rica,Export,1979,Parts of Arms (95109),,13667,No
Costa Rica,Export,1979,Hunting and Sporting ammunition (89463),,121022,Yes
Costa Rica,Export,1979,Bombs; Missiles; and Ammunition (95106),,10474,No
Cyprus,Export,1979,Non-Military Firearms (89461),,5403,Yes
Cyprus,Export,1979,Non-Military Firearms (89461),,935,Yes
Cyprus,Export,1979,Hunting and Sporting ammunition (89463),,2893,Yes
Denmark,Export,1979,Non-Military Firearms (89461),,187501,Yes
Denmark,Export,1979,Parts of Arms (95109),,4705,No
Denmark,Export,1979,Hunting and Sporting ammunition (89463),,727302,Yes
Denmark,Export,1979,Bombs; Missiles; and Ammunition (95106),,1914,No
Dominican Republic,Export,1979,Non-Military Firearms (89461),,86269,Yes
Dominican Republic,Export,1979,Parts of Arms (95109),,15568,No
Dominican Republic,Export,1979,Hunting and Sporting ammunition (89463),,261968,Yes
Dominican Republic,Export,1979,Bombs; Missiles; and Ammunition (95106),,4449,No
Ecuador,Export,1979,Non-Military Firearms (89461),,174738,Yes
Ecuador,Export,1979,Parts of Arms (95109),,3324,No
Ecuador,Export,1979,Hunting and Sporting ammunition (89463),,89729,Yes
Ecuador,Export,1979,Bombs; Missiles; and Ammunition (95106),,11457,No
Egypt,Export,1979,Bombs; Missiles; and Ammunition (95106),,6367,No
Egypt,Export,1979,Hunting and Sporting ammunition (89463),,183419,Yes
Egypt,Export,1979,Non-Military Firearms (89461),,228613,Yes
El Salvador,Export,1979,Non-Military Firearms (89461),,17151,Yes
El Salvador,Export,1979,Parts of Arms (95109),,3709,No
El Salvador,Export,1979,Bombs; Missiles; and Ammunition (95106),,1805,No
El Salvador,Export,1979,Hunting and Sporting ammunition (89463),,14178,Yes
Ethiopia,Export,1979,Non-Military Firearms (89461),,3308,Yes
Ethiopia,Export,1979,Non-Military Firearms (89461),,3308,Yes
Finland,Export,1979,Non-Military Firearms (89461),,63370,Yes
Finland,Export,1979,Parts of Arms (95109),,47934,No
Finland,Export,1979,Parts of Arms (95109),,869,No
Finland,Export,1979,Bombs; Missiles; and Ammunition (95106),,16345,No
Finland,Export,1979,Hunting and Sporting ammunition (89463),,51725,Yes
France,Export,1979,Non-Military Firearms (89461),,3276597,Yes
France,Export,1979,Non-Military Firearms (89461),,56636,Yes
France,Export,1979,Parts of Arms (95109),,1069196,No
France,Export,1979,Parts of Arms (95109),,1571,No
France,Export,1979,Hunting and Sporting ammunition (89463),,1745798,Yes
France,Export,1979,Bombs; Missiles; and Ammunition (95106),,459155,No
France,Export,1979,Bombs; Missiles; and Ammunition (95106),,345476,No
French Guyana,Export,1979,Non-Military Firearms (89461),,6441,Yes
Gabon,Export,1979,Bombs; Missiles; and Ammunition (95106),,3940,No
Gabon,Export,1979,Non-Military Firearms (89461),,2399,Yes
Gambia,Export,1979,Non-Military Firearms (89461),,1139,Yes
Germany (Federal Republic),Export,1979,Non-Military Firearms (89461),,4712677,Yes
Germany (Federal Republic),Export,1979,Non-Military Firearms (89461),,98196,Yes
Germany (Federal Republic),Export,1979,Hunting and Sporting ammunition (89463),,4383158,Yes
Germany (Federal Republic),Export,1979,Bombs; Missiles; and Ammunition (95106),,295275,No
Germany (Federal Republic),Export,1979,Bombs; Missiles; and Ammunition (95106),,9643,No
Germany (Federal Republic),Export,1979,Parts of Arms (95109),,458403,No
Germany (Federal Republic),Export,1979,Parts of Arms (95109),,42912,No
Ghana,Export,1979,Non-Military Firearms (89461),,30748,Yes
Ghana,Export,1979,Parts of Arms (95109),,1034,No
Ghana,Export,1979,Hunting and Sporting ammunition (89463),,52326,Yes
Greece,Export,1979,Non-Military Firearms (89461),,158631,Yes
Greece,Export,1979,Hunting and Sporting ammunition (89463),,579552,Yes
Greece,Export,1979,Bombs; Missiles; and Ammunition (95106),,119733,No
Greece,Export,1979,Parts of Arms (95109),,1197,No
Greenland,Export,1979,Non-Military Firearms (89461),,3678,Yes
Guadeloupe,Export,1979,Non-Military Firearms (89461),,48823,Yes
Guadeloupe,Export,1979,Parts of Arms (95109),,1603,No
Guadeloupe,Export,1979,Hunting and Sporting ammunition (89463),,18423,Yes
Guatemala,Export,1979,Non-Military Firearms (89461),,114477,Yes
Guatemala,Export,1979,Parts of Arms (95109),,7846,No
Guatemala,Export,1979,Hunting and Sporting ammunition (89463),,187244,Yes
Guatemala,Export,1979,Bombs; Missiles; and Ammunition (95106),,1060,No
Guyana,Export,1979,Non-Military Firearms (89461),,3637,Yes
Guyana,Export,1979,Bombs; Missiles; and Ammunition (95106),,3058,No
Guyana,Export,1979,Hunting and Sporting ammunition (89463),,3360,Yes
Haiti,Export,1979,Hunting and Sporting ammunition (89463),,26899,Yes
Honduras,Export,1979,Non-Military Firearms (89461),,318816,Yes
Honduras,Export,1979,Bombs; Missiles; and Ammunition (95106),,193421,No
Honduras,Export,1979,Hunting and Sporting ammunition (89463),,163843,Yes
Hong Kong,Export,1979,Non-Military Firearms (89461),,67253,Yes
Hong Kong,Export,1979,Parts of Arms (95109),,7340,No
Hong Kong,Export,1979,Hunting and Sporting ammunition (89463),,245947,Yes
Hong Kong,Export,1979,Bombs; Missiles; and Ammunition (95106),,2250,No
Iceland,Export,1979,Non-Military Firearms (89461),,1355,Yes
Iceland,Export,1979,Hunting and Sporting ammunition (89463),,5175,Yes
Iceland,Export,1979,Bombs; Missiles; and Ammunition (95106),,11285,No
India,Export,1979,Hunting and Sporting ammunition (89463),,1028,Yes
India,Export,1979,Bombs; Missiles; and Ammunition (95106),,1320,No
Indonesia,Export,1979,Non-Military Firearms (89461),,60203,Yes
Indonesia,Export,1979,Parts of Arms (95109),,822520,No
Indonesia,Export,1979,Hunting and Sporting ammunition (89463),,20113,Yes
Iran,Export,1979,Non-Military Firearms (89461),,10943,Yes
Iran,Export,1979,Non-Military Firearms (89461),,1033,Yes
Iran,Export,1979,Hunting and Sporting ammunition (89463),,8404,Yes
Ireland,Export,1979,Non-Military Firearms (89461),,60576,Yes
Ireland,Export,1979,Non-Military Firearms (89461),,4104,Yes
Ireland,Export,1979,Parts of Arms (95109),,5797,No
Israel,Export,1979,Non-Military Firearms (89461),,51923,Yes
Israel,Export,1979,Non-Military Firearms (89461),,7250,Yes
Israel,Export,1979,Parts of Arms (95109),,32244,No
Israel,Export,1979,Hunting and Sporting ammunition (89463),,168651,Yes
Israel,Export,1979,Bombs; Missiles; and Ammunition (95106),,1086236,No
Italy,Export,1979,Non-Military Firearms (89461),,402135,Yes
Italy,Export,1979,Non-Military Firearms (89461),,54982,Yes
Italy,Export,1979,Parts of Arms (95109),,41654,No
Italy,Export,1979,Parts of Arms (95109),,1479,No
Italy,Export,1979,Hunting and Sporting ammunition (89463),,345468,Yes
Italy,Export,1979,Bombs; Missiles; and Ammunition (95106),,205416,No
Ivory Coast,Export,1979,Non-Military Firearms (89461),,1006,Yes
Jamaica,Export,1979,Non-Military Firearms (89461),,19356,Yes
Jamaica,Export,1979,Hunting and Sporting ammunition (89463),,51313,Yes
Jamaica,Export,1979,Parts of Arms (95109),,2188,No
Japan,Export,1979,Non-Military Firearms (89461),,1153503,Yes
Japan,Export,1979,Non-Military Firearms (89461),,516517,Yes
Japan,Export,1979,Parts of Arms (95109),,1181481,No
Japan,Export,1979,Parts of Arms (95109),,1123,No
Japan,Export,1979,Hunting and Sporting ammunition (89463),,1833832,Yes
Japan,Export,1979,Bombs; Missiles; and Ammunition (95106),,98531,No
Jordan,Export,1979,Non-Military Firearms (89461),,271516,Yes
Jordan,Export,1979,Parts of Arms (95109),,7715,No
Jordan,Export,1979,Hunting and Sporting ammunition (89463),,68792,Yes
Jordan,Export,1979,Bombs; Missiles; and Ammunition (95106),,1689,No
Korea; South,Export,1979,Parts of Arms (95109),,1049124,No
Korea; South,Export,1979,Hunting and Sporting ammunition (89463),,90180,Yes
Korea; South,Export,1979,Bombs; Missiles; and Ammunition (95106),,111861,No
Korea; South,Export,1979,Bombs; Missiles; and Ammunition (95106),,6714,No
Korea; South,Export,1979,Non-Military Firearms (89461),,1147718,Yes
Kuwait,Export,1979,Parts of Arms (95109),,14400,No
Kuwait,Export,1979,Parts of Arms (95109),,14400,No
Kuwait,Export,1979,Hunting and Sporting ammunition (89463),,212014,Yes
Kuwait,Export,1979,Bombs; Missiles; and Ammunition (95106),,114421,No
Kuwait,Export,1979,Non-Military Firearms (89461),,353190,Yes
Kuwait,Export,1979,Non-Military Firearms (89461),,327855,Yes
Lebanon,Export,1979,Non-Military Firearms (89461),,430134,Yes
Lebanon,Export,1979,Parts of Arms (95109),,20807,No
Lebanon,Export,1979,Hunting and Sporting ammunition (89463),,6068,Yes
Lebanon,Export,1979,Bombs; Missiles; and Ammunition (95106),,2199,No
Liberia,Export,1979,Non-Military Firearms (89461),,34796,Yes
Liberia,Export,1979,Hunting and Sporting ammunition (89463),,22024,Yes
Liberia,Export,1979,Parts of Arms (95109),,11919,No
Malaysia,Export,1979,Non-Military Firearms (89461),,48468,Yes
Malaysia,Export,1979,Bombs; Missiles; and Ammunition (95106),,8989,No
Malaysia,Export,1979,Hunting and Sporting ammunition (89463),,91759,Yes
Malaysia,Export,1979,Parts of Arms (95109),,5740,No
Mali,Export,1979,Non-Military Firearms (89461),,789,Yes
Malta,Export,1979,Non-Military Firearms (89461),,1060,Yes
Mauritius,Export,1979,Non-Military Firearms (89461),,2577,Yes
Mauritius,Export,1979,Bombs; Missiles; and Ammunition (95106),,1427,No
Mauritius,Export,1979,Hunting and Sporting ammunition (89463),,3566,Yes
Mexico,Export,1979,Non-Military Firearms (89461),,246534,Yes
Mexico,Export,1979,Non-Military Firearms (89461),,17940,Yes
Mexico,Export,1979,Bombs; Missiles; and Ammunition (95106),,46176,No
Mexico,Export,1979,Bombs; Missiles; and Ammunition (95106),,11050,No
Mexico,Export,1979,Hunting and Sporting ammunition (89463),,370415,Yes
Mexico,Export,1979,Parts of Arms (95109),,14690,No
Morocco,Export,1979,Bombs; Missiles; and Ammunition (95106),,24134,No
Morocco,Export,1979,Non-Military Firearms (89461),,10820,Yes
Netherlands,Export,1979,Non-Military Firearms (89461),,168181,Yes
Netherlands,Export,1979,Non-Military Firearms (89461),,14738,Yes
Netherlands,Export,1979,Hunting and Sporting ammunition (89463),,7924,Yes
Netherlands,Export,1979,Bombs; Missiles; and Ammunition (95106),,13520,No
Netherlands,Export,1979,Parts of Arms (95109),,2563,No
Netherlands Antilles,Export,1979,Non-Military Firearms (89461),,23395,Yes
Netherlands Antilles,Export,1979,Non-Military Firearms (89461),,1166,Yes
Netherlands Antilles,Export,1979,Parts of Arms (95109),,5477,No
Netherlands Antilles,Export,1979,Hunting and Sporting ammunition (89463),,13326,Yes
Netherlands Antilles,Export,1979,Bombs; Missiles; and Ammunition (95106),,1626,No
New Caledonia,Export,1979,Non-Military Firearms (89461),,90756,Yes
New Caledonia,Export,1979,Non-Military Firearms (89461),,4327,Yes
New Caledonia,Export,1979,Parts of Arms (95109),,17884,No
New Caledonia,Export,1979,Bombs; Missiles; and Ammunition (95106),,22921,No
New Caledonia,Export,1979,Hunting and Sporting ammunition (89463),,95070,Yes
New Zealand,Export,1979,Non-Military Firearms (89461),,252540,Yes
New Zealand,Export,1979,Bombs; Missiles; and Ammunition (95106),,61774,No
New Zealand,Export,1979,Bombs; Missiles; and Ammunition (95106),,1649,No
New Zealand,Export,1979,Hunting and Sporting ammunition (89463),,76526,Yes
New Zealand,Export,1979,Parts of Arms (95109),,28076,No
New Zealand,Export,1979,Parts of Arms (95109),,3989,No
Nicaragua,Export,1979,Non-Military Firearms (89461),,27167,Yes
Nicaragua,Export,1979,Non-Military Firearms (89461),,13300,Yes
Nicaragua,Export,1979,Hunting and Sporting ammunition (89463),,2100,Yes
Nigeria,Export,1979,Non-Military Firearms (89461),,14000,Yes
Nigeria,Export,1979,Bombs; Missiles; and Ammunition (95106),,8066,No
Nigeria,Export,1979,Hunting and Sporting ammunition (89463),,154688,Yes
Norway,Export,1979,Non-Military Firearms (89461),,303605,Yes
Norway,Export,1979,Non-Military Firearms (89461),,20910,Yes
Norway,Export,1979,Parts of Arms (95109),,33654,No
Norway,Export,1979,Hunting and Sporting ammunition (89463),,382946,Yes
Norway,Export,1979,Bombs; Missiles; and Ammunition (95106),,41169,No
Oman,Export,1979,Parts of Arms (95109),,2802,No
Oman,Export,1979,Hunting and Sporting ammunition (89463),,1189,Yes
Oman,Export,1979,Non-Military Firearms (89461),,13047,Yes
Pakistan,Export,1979,Non-Military Firearms (89461),,10800,Yes
Pakistan,Export,1979,Hunting and Sporting ammunition (89463),,58216,Yes
Pakistan,Export,1979,Hunting and Sporting ammunition (89463),,3687,Yes
Pakistan,Export,1979,Bombs; Missiles; and Ammunition (95106),,31223,No
Panama,Export,1979,Non-Military Firearms (89461),,96008,Yes
Panama,Export,1979,Non-Military Firearms (89461),,5156,Yes
Panama,Export,1979,Hunting and Sporting ammunition (89463),,263018,Yes
Panama,Export,1979,Bombs; Missiles; and Ammunition (95106),,64580,No
Papua New Guinea,Export,1979,Parts of Arms (95109),,52404,No
Paraguay,Export,1979,Non-Military Firearms (89461),,35401,Yes
Paraguay,Export,1979,Bombs; Missiles; and Ammunition (95106),,18692,No
Paraguay,Export,1979,Hunting and Sporting ammunition (89463),,157356,Yes
Peru,Export,1979,Non-Military Firearms (89461),,75105,Yes
Peru,Export,1979,Non-Military Firearms (89461),,2305,Yes
